"Rep","Trtmt","Tray","Row","Col","Survival","HvstDate","Lvs","WetWt","DryWt","WaterWt","Wilting","EstMeanLWt","EstMeanLDWt","EstMeanLWat"
"1","0","2","5","2","1",2016-09-14,4,4.83,0.45,4.38,NA,1.21,0.11,1.1
"1","0","2","5","3","1",2016-09-14,5,11.3,1.31,9.99,NA,2.26,0.26,2
"1","0","2","5","4","1",2016-09-14,4,7.59,0.89,6.7,NA,1.9,0.22,1.68
"1","0","2","6","1","1",2016-09-14,5,7.45,1.08,6.37,NA,1.49,0.22,1.27
"1","0","2","6","2","1",2016-09-14,4,7.24,0.94,6.3,NA,1.81,0.24,1.58
"1","0","2","6","3","1",2016-09-14,4,7.46,1,6.46,NA,1.87,0.25,1.62
"1","0","2","6","4","1",2016-09-14,4,7.9,0.9,7,NA,1.98,0.23,1.75
"1","0","2","7","1","1",2016-09-14,4,6.49,0.79,5.7,NA,1.62,0.2,1.43
"1","0","2","7","2","1",2016-09-14,6,8.41,1.03,7.38,NA,1.4,0.17,1.23
"1","0","2","7","3","1",2016-09-14,5,8.81,0.71,8.1,NA,1.76,0.14,1.62
"1","0","2","7","4","1",2016-09-14,5,6.78,0.89,5.89,NA,1.36,0.18,1.18
"1","0","2","8","1","1",2016-09-14,4,5.1,0.71,4.39,NA,1.28,0.18,1.1
"1","0","2","8","2","1",2016-09-14,4,6.39,0.77,5.62,NA,1.6,0.19,1.41
"1","0","2","8","3","1",2016-09-14,4,8.22,0.96,7.26,NA,2.06,0.24,1.82
"1","0","2","8","4","1",2016-09-14,5,8.28,1,7.28,NA,1.66,0.2,1.46
"1","0","2","9","1","1",2016-09-14,5,7.23,1.18,6.05,NA,1.45,0.24,1.21
"1","0","2","9","2","1",2016-09-14,5,7.91,1.03,6.88,NA,1.58,0.21,1.38
"1","0","2","9","3","1",2016-09-14,5,8.51,1.02,7.49,NA,1.7,0.2,1.5
"1","0","2","9","4","1",2016-09-14,6,7.82,0.94,6.88,NA,1.3,0.16,1.15
"1","0","2","10","1","1",2016-09-14,3,4.21,0.66,3.55,NA,1.4,0.22,1.18
"1","0","2","10","2","1",2016-09-14,3,5.54,0.81,4.73,NA,1.85,0.27,1.58
"1","0","2","10","3","1",2016-09-14,5,6.43,0.78,5.65,NA,1.29,0.16,1.13
"1","0","2","10","4","1",2016-09-14,5,5.51,0.76,4.75,NA,1.1,0.15,0.95
"1","0","3","1","1","1",2016-09-13,5,7.23,0.7,6.53,NA,1.45,0.14,1.31
"1","0","3","1","2","1",2016-09-13,6,9.35,1.13,8.22,NA,1.56,0.19,1.37
"1","0","3","1","3","1",2016-09-13,5,7.97,0.75,7.22,NA,1.59,0.15,1.44
"1","0","3","1","4","1",2016-09-13,5,7.58,0.76,6.82,NA,1.52,0.15,1.36
"1","0","3","2","1","1",2016-09-13,4,6.87,0.71,6.16,NA,1.72,0.18,1.54
"1","0","3","2","2","1",2016-09-13,4,7.79,0.88,6.91,NA,1.95,0.22,1.73
"1","0","3","2","3","1",2016-09-13,6,5.82,0.59,5.23,NA,0.97,0.1,0.87
"1","0","3","2","4","1",2016-09-13,4,7.93,1.05,6.88,NA,1.98,0.26,1.72
"1","0","3","3","1","1",2016-09-13,5,11.7,1.31,10.39,NA,2.34,0.26,2.08
"1","0","3","3","2","1",2016-09-13,5,6.85,0.66,6.19,NA,1.37,0.13,1.24
"1","0","3","3","3","1",2016-09-13,6,10.21,0.74,9.47,NA,1.7,0.12,1.58
"1","0","3","3","4","1",2016-09-13,5,10.4,1.39,9.01,NA,2.08,0.28,1.8
"1","0","3","4","1","1",2016-09-13,4,10.82,1.28,9.54,NA,2.71,0.32,2.39
"1","0","3","4","2","1",2016-09-13,5,7.45,0.76,6.69,NA,1.49,0.15,1.34
"1","0","3","4","3","1",2016-09-13,5,7.12,0.65,6.47,NA,1.42,0.13,1.29
"1","0","3","4","4","1",2016-09-13,5,10.98,1.25,9.73,NA,2.2,0.25,1.95
"1","0","3","5","1","1",2016-09-13,5,7.12,0.63,6.49,NA,1.42,0.13,1.3
"1","0","3","5","2","1",2016-09-13,6,9.22,1.17,8.05,NA,1.54,0.2,1.34
"1","0","3","5","3","1",2016-09-13,4,8.2,0.84,7.36,NA,2.05,0.21,1.84
"1","0","3","5","4","1",2016-09-13,4,6.43,0.83,5.6,NA,1.61,0.21,1.4
"1","0","3","6","1","1",2016-09-13,5,10.99,1.28,9.71,NA,2.2,0.26,1.94
"1","0","3","6","2","1",2016-09-13,5,6.6,0.82,5.78,NA,1.32,0.16,1.16
"1","0","3","6","3","1",2016-09-13,4,7.45,0.86,6.59,NA,1.86,0.22,1.65
"1","0","3","6","4","1",2016-09-13,5,14.01,1.84,12.17,NA,2.8,0.37,2.43
"1","0","3","7","1","1",2016-09-13,4,9.1,1.03,8.07,NA,2.28,0.26,2.02
"1","0","3","7","2","1",2016-09-13,5,8.68,0.68,8,NA,1.74,0.14,1.6
"1","0","3","7","3","1",2016-09-13,4,7.34,0.95,6.39,NA,1.84,0.24,1.6
"1","0","3","7","4","1",2016-09-13,6,11.73,1.24,10.49,NA,1.96,0.21,1.75
"1","0","3","8","1","1",2016-09-13,4,7.46,0.75,6.71,NA,1.87,0.19,1.68
"1","0","3","8","2","1",2016-09-13,4,6.84,0.76,6.08,NA,1.71,0.19,1.52
"1","0","3","8","3","1",2016-09-13,5,9.77,1.14,8.63,NA,1.95,0.23,1.73
"1","0","3","8","4","1",2016-09-13,4,6.95,0.87,6.08,NA,1.74,0.22,1.52
"1","0","3","9","1","1",2016-09-13,4,5.51,0.77,4.74,NA,1.38,0.19,1.19
"1","0","3","9","2","1",2016-09-13,4,7.14,0.81,6.33,NA,1.79,0.2,1.58
"1","0","3","9","3","1",2016-09-13,5,8.14,0.85,7.29,NA,1.63,0.17,1.46
"1","0","3","9","4","1",2016-09-13,5,7.13,0.93,6.2,NA,1.43,0.19,1.24
"1","0","3","10","1","1",2016-09-13,6,6.34,0.76,5.58,NA,1.06,0.13,0.93
"1","0","3","10","2","1",2016-09-13,4,7.42,0.87,6.55,NA,1.86,0.22,1.64
"1","0","3","10","3","1",2016-09-13,7,7.77,0.89,6.88,NA,1.11,0.13,0.98
"1","0","3","10","4","1",2016-09-13,5,6.14,0.78,5.36,NA,1.23,0.16,1.07
"1","0.5","1","1","1","1",2016-09-18,4,6.6,0.92,5.68,NA,1.65,0.23,1.42
"1","0.5","1","1","2","1",2016-09-18,6,8.55,1.01,7.54,NA,1.43,0.17,1.26
"1","0.5","1","1","3","1",2016-09-18,4,8.02,1.09,6.93,NA,2.01,0.27,1.73
"1","0.5","1","1","4","1",2016-09-18,5,5.11,0.78,4.33,NA,1.02,0.16,0.87
"1","0.5","1","2","1","1",2016-09-18,6,7.55,0.78,6.77,NA,1.26,0.13,1.13
"1","0.5","1","2","2","1",2016-09-18,4,7.28,1.18,6.1,NA,1.82,0.3,1.53
"1","0.5","1","2","3","1",2016-09-18,5,8.93,1.31,7.62,NA,1.79,0.26,1.52
"1","0.5","1","2","4","1",2016-09-18,5,6.02,0.84,5.18,NA,1.2,0.17,1.04
"1","0.5","1","3","1","1",2016-09-18,4,7.92,1.14,6.78,NA,1.98,0.29,1.7
"1","0.5","1","3","2","1",2016-09-18,6,6.54,0.96,5.58,NA,1.09,0.16,0.93
"1","0.5","1","3","3","1",2016-09-18,4,6.26,0.83,5.43,NA,1.57,0.21,1.36
"1","0.5","1","3","4","1",2016-09-18,6,7.5,1.04,6.46,NA,1.25,0.17,1.08
"1","0.5","1","4","1","1",2016-09-18,5,7.12,0.95,6.17,NA,1.42,0.19,1.23
"1","0.5","1","4","2","1",2016-09-18,4,7.14,0.92,6.22,NA,1.79,0.23,1.56
"1","0.5","1","4","3","1",2016-09-18,5,8.66,1.04,7.62,NA,1.73,0.21,1.52
"1","0.5","1","4","4","1",2016-09-18,5,6.28,0.95,5.33,NA,1.26,0.19,1.07
"1","0.5","1","5","1","1",2016-09-18,5,7.83,0.96,6.87,NA,1.57,0.19,1.37
"1","0.5","1","5","2","1",2016-09-18,5,7.26,0.88,6.38,NA,1.45,0.18,1.28
"1","0.5","1","5","3","1",2016-09-18,4,7.2,1.01,6.19,NA,1.8,0.25,1.55
"1","0.5","1","5","4","1",2016-09-18,6,7.03,0.99,6.04,NA,1.17,0.17,1.01
"1","0.5","1","6","1","1",2016-09-18,5,9.99,1.24,8.75,NA,2,0.25,1.75
"1","0.5","1","6","2","1",2016-09-18,5,7.62,0.87,6.75,NA,1.52,0.17,1.35
"1","0.5","1","6","3","1",2016-09-18,5,9.18,1.32,7.86,NA,1.84,0.26,1.57
"1","0.5","1","6","4","1",2016-09-18,5,7.67,1.15,6.52,NA,1.53,0.23,1.3
"1","0.5","1","7","1","1",2016-09-18,5,6.47,0.83,5.64,NA,1.29,0.17,1.13
"1","0.5","1","7","2","1",2016-09-18,5,6.84,0.83,6.01,NA,1.37,0.17,1.2
"1","0.5","1","7","3","1",2016-09-18,5,8.02,1.1,6.92,NA,1.6,0.22,1.38
"1","0.5","1","7","4","1",2016-09-18,5,8.68,0.95,7.73,NA,1.74,0.19,1.55
"1","0.5","1","8","1","1",2016-09-18,4,6.15,0.95,5.2,NA,1.54,0.24,1.3
"1","0.5","1","8","2","1",2016-09-18,5,7.84,0.95,6.89,NA,1.57,0.19,1.38
"1","0.5","1","8","3","1",2016-09-18,5,8.64,0.95,7.69,NA,1.73,0.19,1.54
"1","0.5","1","8","4","1",2016-09-18,5,9.36,1.12,8.24,NA,1.87,0.22,1.65
"1","0.5","1","9","1","1",2016-09-18,6,6.83,0.82,6.01,NA,1.14,0.14,1
"1","0.5","1","9","2","1",2016-09-18,4,6.45,0.94,5.51,NA,1.61,0.24,1.38
"1","0.5","1","9","3","1",2016-09-18,5,6.75,1.01,5.74,NA,1.35,0.2,1.15
"1","0.5","1","9","4","1",2016-09-18,6,8.13,1.01,7.12,NA,1.36,0.17,1.19
"1","0.5","1","10","1","1",2016-09-18,4,5.22,0.85,4.37,NA,1.31,0.21,1.09
"1","0.5","1","10","2","1",2016-09-18,6,6.92,0.97,5.95,NA,1.15,0.16,0.99
"1","0.5","1","10","3","1",2016-09-18,6,6.56,1.07,5.49,NA,1.09,0.18,0.92
"1","0.5","1","10","4","1",2016-09-18,3,4.3,0.56,3.74,NA,1.43,0.19,1.25
"1","0.5","2","1","1","1",2016-09-16,5,5.92,0.77,5.15,NA,1.18,0.15,1.03
"1","0.5","2","1","2","1",2016-09-16,6,6.62,0.9,5.72,NA,1.1,0.15,0.95
"1","0.5","2","1","3","1",2016-09-16,4,5.98,0.78,5.2,NA,1.5,0.2,1.3
"1","0.5","2","1","4","1",2016-09-16,4,4.37,0.64,3.73,1,1.09,0.16,0.93
"1","0.5","2","2","1","1",2016-09-16,4,7.68,0.74,6.94,NA,1.92,0.19,1.74
"1","0.5","2","2","2","1",2016-09-16,4,6.94,0.9,6.04,NA,1.74,0.23,1.51
"1","0.5","2","2","3","1",2016-09-16,6,7.76,0.91,6.85,NA,1.29,0.15,1.14
"1","0.5","2","2","4","1",2016-09-16,5,9.21,1.29,7.92,NA,1.84,0.26,1.58
"1","0.5","2","3","1","1",2016-09-16,4,7.61,0.84,6.77,NA,1.9,0.21,1.69
"1","0.5","2","3","2","1",2016-09-16,5,8.76,1.1,7.66,NA,1.75,0.22,1.53
"1","0.5","2","3","3","1",2016-09-16,4,7.3,0.94,6.36,NA,1.83,0.24,1.59
"1","0.5","2","3","4","1",2016-09-16,4,5.69,0.79,4.9,NA,1.42,0.2,1.23
"1","0.5","2","4","1","1",2016-09-16,5,7.49,0.77,6.72,1,1.5,0.15,1.34
"1","0.5","2","4","2","1",2016-09-16,4,6.46,0.82,5.64,NA,1.62,0.21,1.41
"1","0.5","2","4","3","1",2016-09-16,4,6.32,0.78,5.54,NA,1.58,0.2,1.39
"1","0.5","2","4","4","1",2016-09-16,6,8.56,0.96,7.6,NA,1.43,0.16,1.27
"1","0.5","2","5","1","1",2016-09-16,5,6.29,0.55,5.74,1,1.26,0.11,1.15
"1","0.5","2","5","2","1",2016-09-16,5,8.07,0.92,7.15,NA,1.61,0.18,1.43
"1","0.5","2","5","3","1",2016-09-16,4,6.54,0.8,5.74,NA,1.64,0.2,1.44
"1","0.5","2","5","4","1",2016-09-16,5,7.81,0.99,6.82,NA,1.56,0.2,1.36
"1","0.5","2","6","1","1",2016-09-16,5,7.98,1.07,6.91,1,1.6,0.21,1.38
"1","0.5","2","6","2","1",2016-09-16,4,7.18,0.84,6.34,NA,1.8,0.21,1.59
"1","0.5","2","6","3","1",2016-09-16,4,8.07,1.07,7,NA,2.02,0.27,1.75
"1","0.5","2","6","4","1",2016-09-16,5,8.97,1.1,7.87,NA,1.79,0.22,1.57
"1","0.5","2","7","1","1",2016-09-16,5,6.55,0.85,5.7,1,1.31,0.17,1.14
"1","0.5","2","7","2","1",2016-09-16,6,7.67,0.84,6.83,NA,1.28,0.14,1.14
"1","0.5","2","7","3","1",2016-09-16,5,6.95,0.76,6.19,NA,1.39,0.15,1.24
"1","0.5","2","7","4","1",2016-09-16,6,6.84,0.86,5.98,NA,1.14,0.14,1
"1","0.5","2","8","1","1",2016-09-16,5,5.19,0.72,4.47,NA,1.04,0.14,0.89
"1","0.5","2","8","2","1",2016-09-16,6,9.74,1.28,8.46,NA,1.62,0.21,1.41
"1","0.5","2","8","3","1",2016-09-16,6,6.13,0.54,5.59,NA,1.02,0.09,0.93
"1","0.5","2","8","4","1",2016-09-16,8,10.64,1.32,9.32,NA,1.33,0.17,1.17
"1","0.5","2","9","1","1",2016-09-16,5,5.51,0.76,4.75,NA,1.1,0.15,0.95
"1","0.5","2","9","2","1",2016-09-16,5,2.73,0.76,1.97,1,0.55,0.15,0.39
"1","0.5","2","9","3","1",2016-09-16,5,7.75,0.9,6.85,NA,1.55,0.18,1.37
"1","0.5","2","9","4","1",2016-09-16,4,5.95,1.14,4.81,1,1.49,0.29,1.2
"1","0.5","2","10","1","1",2016-09-16,4,5.34,0.73,4.61,NA,1.34,0.18,1.15
"1","0.5","2","10","2","1",2016-09-16,5,7.53,1.09,6.44,NA,1.51,0.22,1.29
"1","0.5","2","10","3","1",2016-09-16,5,6.52,0.88,5.64,NA,1.3,0.18,1.13
"1","0.5","2","10","4","1",2016-09-16,5,4.55,0.84,3.71,1,0.91,0.17,0.74
"1","0.5","3","1","1","1",2016-09-14,4,6.69,0.77,5.92,NA,1.67,0.19,1.48
"1","0.5","3","1","2","1",2016-09-14,5,7.9,1.05,6.85,NA,1.58,0.21,1.37
"1","0.5","3","1","3","1",2016-09-14,5,7.19,0.74,6.45,NA,1.44,0.15,1.29
"1","0.5","3","1","4","1",2016-09-14,4,5.65,0.55,5.1,NA,1.41,0.14,1.28
"1","0.5","3","2","1","1",2016-09-14,5,8.13,1,7.13,NA,1.63,0.2,1.43
"1","0.5","3","2","2","1",2016-09-14,5,9.33,1.08,8.25,NA,1.87,0.22,1.65
"1","0.5","3","2","3","1",2016-09-14,4,7.8,0.87,6.93,NA,1.95,0.22,1.73
"1","0.5","3","2","4","1",2016-09-14,4,5.83,0.66,5.17,NA,1.46,0.17,1.29
"1","0.5","3","3","1","1",2016-09-14,6,8.54,0.82,7.72,NA,1.42,0.14,1.29
"1","0.5","3","3","2","1",2016-09-14,5,7.07,0.73,6.34,NA,1.41,0.15,1.27
"1","0.5","3","3","3","1",2016-09-14,5,6.22,0.52,5.7,NA,1.24,0.1,1.14
"1","0.5","3","3","4","1",2016-09-14,3,4.23,0.5,3.73,NA,1.41,0.17,1.24
"1","0.5","3","4","1","1",2016-09-14,5,8.53,1.09,7.44,NA,1.71,0.22,1.49
"1","0.5","3","4","2","1",2016-09-14,4,6.72,0.69,6.03,NA,1.68,0.17,1.51
"1","0.5","3","4","3","1",2016-09-14,4,10.22,0.93,9.29,NA,2.56,0.23,2.32
"1","0.5","3","4","4","1",2016-09-14,5,7.71,0.75,6.96,NA,1.54,0.15,1.39
"1","0.5","3","5","1","1",2016-09-14,6,9.11,0.86,8.25,NA,1.52,0.14,1.38
"1","0.5","3","5","2","1",2016-09-14,4,8.3,0.86,7.44,NA,2.08,0.22,1.86
"1","0.5","3","5","3","1",2016-09-14,4,6.87,0.6,6.27,NA,1.72,0.15,1.57
"1","0.5","3","5","4","1",2016-09-14,4,7.1,0.87,6.23,NA,1.78,0.22,1.56
"1","0.5","3","6","1","1",2016-09-14,4,8.43,0.75,7.68,NA,2.11,0.19,1.92
"1","0.5","3","6","2","1",2016-09-14,5,8.24,0.88,7.36,NA,1.65,0.18,1.47
"1","0.5","3","6","3","1",2016-09-14,6,7.99,0.94,7.05,NA,1.33,0.16,1.18
"1","0.5","3","6","4","1",2016-09-14,5,7.43,0.85,6.58,NA,1.49,0.17,1.32
"1","0.5","3","7","1","1",2016-09-14,4,7.93,0.81,7.12,NA,1.98,0.2,1.78
"1","0.5","3","7","2","1",2016-09-14,5,7.3,0.8,6.5,NA,1.46,0.16,1.3
"1","0.5","3","7","3","1",2016-09-14,4,8.46,0.79,7.67,NA,2.12,0.2,1.92
"1","0.5","3","7","4","1",2016-09-14,4,6.21,0.79,5.42,NA,1.55,0.2,1.36
"1","0.5","3","8","1","1",2016-09-14,6,9.77,0.92,8.85,NA,1.63,0.15,1.48
"1","0.5","3","8","2","1",2016-09-14,4,8.27,0.85,7.42,NA,2.07,0.21,1.86
"1","0.5","3","8","3","1",2016-09-14,5,8.41,0.81,7.6,NA,1.68,0.16,1.52
"1","0.5","3","8","4","1",2016-09-14,5,9.55,0.99,8.56,NA,1.91,0.2,1.71
"1","0.5","3","9","1","1",2016-09-14,5,6.69,0.76,5.93,NA,1.34,0.15,1.19
"1","0.5","3","9","2","1",2016-09-14,5,10.33,1.19,9.14,NA,2.07,0.24,1.83
"1","0.5","3","9","3","1",2016-09-14,4,6.5,0.72,5.78,NA,1.63,0.18,1.45
"1","0.5","3","9","4","1",2016-09-14,4,7.55,0.83,6.72,NA,1.89,0.21,1.68
"1","0.5","3","10","1","1",2016-09-14,4,7.2,0.94,6.26,NA,1.8,0.24,1.57
"1","0.5","3","10","2","1",2016-09-14,6,8.43,0.9,7.53,NA,1.41,0.15,1.26
"1","0.5","3","10","3","1",2016-09-14,6,9.53,1.03,8.5,NA,1.59,0.17,1.42
"1","0.5","3","10","4","1",2016-09-14,5,7.79,0.92,6.87,NA,1.56,0.18,1.37
"1","2","1","1","1","1",2016-09-16,5,7.39,0.84,6.55,NA,1.48,0.17,1.31
"1","2","1","1","2","1",2016-09-16,5,8.15,1.12,7.03,NA,1.63,0.22,1.41
"1","2","1","1","3","1",2016-09-16,6,4.75,0.99,3.76,1,0.79,0.17,0.63
"1","2","1","1","4","1",2016-09-16,5,8.46,1.05,7.41,NA,1.69,0.21,1.48
"1","2","1","2","1","1",2016-09-16,5,4.55,1.01,3.54,1,0.91,0.2,0.71
"1","2","1","2","2","1",2016-09-16,6,8.79,0.6,8.19,NA,1.47,0.1,1.37
"1","2","1","2","3","1",2016-09-16,5,7.6,1.25,6.35,1,1.52,0.25,1.27
"1","2","1","2","4","1",2016-09-16,5,6.35,1.12,5.23,1,1.27,0.22,1.05
"1","2","1","3","1","1",2016-09-16,5,8.89,0.88,8.01,NA,1.78,0.18,1.6
"1","2","1","3","2","1",2016-09-16,4,7.41,0.93,6.48,NA,1.85,0.23,1.62
"1","2","1","3","3","1",2016-09-16,6,9.69,1.01,8.68,NA,1.62,0.17,1.45
"1","2","1","3","4","1",2016-09-16,6,8.8,1.01,7.79,NA,1.47,0.17,1.3
"1","2","1","4","1","1",2016-09-16,5,8.28,1,7.28,NA,1.66,0.2,1.46
"1","2","1","4","2","1",2016-09-16,5,8.86,0.93,7.93,NA,1.77,0.19,1.59
"1","2","1","4","3","1",2016-09-16,6,10.31,1.18,9.13,NA,1.72,0.2,1.52
"1","2","1","4","4","1",2016-09-16,5,9.88,1.21,8.67,NA,1.98,0.24,1.73
"1","2","1","5","1","1",2016-09-16,5,7.53,0.94,6.59,NA,1.51,0.19,1.32
"1","2","1","5","2","1",2016-09-16,5,8.42,0.8,7.62,NA,1.68,0.16,1.52
"1","2","1","5","3","1",2016-09-16,6,11.34,1.23,10.11,NA,1.89,0.21,1.69
"1","2","1","5","4","1",2016-09-16,4,7.52,0.84,6.68,NA,1.88,0.21,1.67
"1","2","1","6","1","1",2016-09-16,6,8.91,0.94,7.97,NA,1.49,0.16,1.33
"1","2","1","6","2","1",2016-09-16,5,8.69,0.9,7.79,NA,1.74,0.18,1.56
"1","2","1","6","3","1",2016-09-16,5,9.88,1.05,8.83,NA,1.98,0.21,1.77
"1","2","1","6","4","1",2016-09-16,6,11.58,1.39,10.19,NA,1.93,0.23,1.7
"1","2","1","7","1","1",2016-09-16,7,8.53,0.96,7.57,NA,1.22,0.14,1.08
"1","2","1","7","2","1",2016-09-16,5,9.5,1.14,8.36,NA,1.9,0.23,1.67
"1","2","1","7","3","1",2016-09-16,5,11.75,1.4,10.35,NA,2.35,0.28,2.07
"1","2","1","7","4","1",2016-09-16,7,11.35,1.3,10.05,NA,1.62,0.19,1.44
"1","2","1","8","1","1",2016-09-16,6,6.49,0.9,5.59,1,1.08,0.15,0.93
"1","2","1","8","2","1",2016-09-16,7,7.36,1.14,6.22,1,1.05,0.16,0.89
"1","2","1","8","3","1",2016-09-16,6,10.59,1.38,9.21,NA,1.77,0.23,1.54
"1","2","1","8","4","1",2016-09-16,6,10.91,1.28,9.63,NA,1.82,0.21,1.61
"1","2","1","9","1","1",2016-09-16,5,8.31,1.21,7.1,NA,1.66,0.24,1.42
"1","2","1","9","2","1",2016-09-16,4,6.06,0.93,5.13,NA,1.52,0.23,1.28
"1","2","1","9","3","1",2016-09-16,6,10.05,1.49,8.56,NA,1.68,0.25,1.43
"1","2","1","9","4","1",2016-09-16,4,7.06,0.91,6.15,NA,1.77,0.23,1.54
"1","2","1","10","1","1",2016-09-16,6,7.75,0.73,7.02,NA,1.29,0.12,1.17
"1","2","1","10","2","1",2016-09-16,5,7.52,0.76,6.76,NA,1.5,0.15,1.35
